#++
#
#   Frequency Database
#   ==================
#
#   Created: 29-Mar-2026 15:32:45
#
#   The column names are the database fields
#
#   When importing:
#       Rows starting with # are treated as comments
#       Missing fields are left empty
#       Invalid fields are ignored
#       First field must be Frequency
#       Frequency value is in kHz not Hz
#       Source is set to Custom
#       Added is set to the current date & time
#
#--
Frequency,Station,Site,Azi,Dist,Locator,RDS_PI,RDS_PS,CallID,Language,TX_Country,Time_On,Time_Off,Days,Target,Notes,Pwr,M,Org_Country,Lat,Lon,ITU,Polarity,Source,Date
"13580000","China Radio International","","135","","","","","","Eng","CHN","1000","1100","1234567","55,59,60","","500","","KUN","","","","","HFCC","2026-03-29 15:32"
"13580000","Media Broadcast GmbH","","66","","","","","","Mul","UZB","1300","1400","1234567","45","X.Japan","100","","TAC","","","","","HFCC","2026-03-29 15:32"
"13580000","Media Broadcast GmbH","","125","","","","","","Mul","D","1700","1715","1234567","39,40","X.B13","250","","NAU","","","","","HFCC","2026-03-29 15:32"
"13580000","Radio Romania International","","187","","","","","","Fra","ROU","0500","0530","1234567","47,52","","300","","TIG","","","","","HFCC","2026-03-29 15:32"
"13580000","Radio Romania International","","52","","","","","","Eng","ROU","2200","2300","1234567","45N","","300","","TIG","","","","","HFCC","2026-03-29 15:32"
"13580000","Trans World Radio","","5","","","","","","Jub","SWZ","1530","1545","26","47E,48W","","100","","MAN","","","","","HFCC","2026-03-29 15:32"
"13580000","Trans World Radio","","5","","","","","","Kir","SWZ","1557","1657","1","52W","","100","","MAN","","","","","HFCC","2026-03-29 15:32"
"13585000","Radio Piepzender","","0","","","","","","Nld","HOL","0000","2400","1234567","18,27,28,37","","2","","ZWO","","","","","HFCC","2026-03-29 15:32"
"13590000","Abu Dhabi Media Company","","45","","","","","","Pst","UAE","1600","1700","1234567","40E,41NW","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"13590000","China Radio International","","95","","","","","","Eng","CHN","0300","0400","1234567","44NE,45N","","150","","BEI","","","","","HFCC","2026-03-29 15:32"
"13590000","China Radio International","","95","","","","","","Eng","CHN","0400","0500","1234567","44NE,45N","","150","","BEI","","","","","HFCC","2026-03-29 15:32"
"13590000","China Radio International","","193","","","","","","Eng","CHN","1000","1100","1234567","49E,54","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"13590000","China Radio International","","193","","","","","","Eng","CHN","1100","1200","1234567","49E,54","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"13590000","Media Broadcast GmbH","","185","","","","","","Mul","D","0700","0900","1234567","46,47","C.Niger","125","","NAU","","","","","HFCC","2026-03-29 15:32"
"13590000","Media Broadcast GmbH","","126","","","","","","Mul","D","1700","1830","1234567","39","Y.B3","100","","NAU","","","","","HFCC","2026-03-29 15:32"
"13590000","Media Broadcast GmbH","","130","","","","","","Mul","D","1830","1915","1234567","39","X.B3","125","","NAU","","","","","HFCC","2026-03-29 15:32"
"13590000","United States Agency for Global Media (USAGM)","","78","","","","","","Bod","KWT","1400","1500","1234567","42,43W","","250","","KWT","","","","","HFCC","2026-03-29 15:32"
"13600000","China Radio International","","292","","","","","","Rus","CHN","0100","0200","1234567","30S,31S,40E","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"13600000","China Radio International","","173","","","","","","Tam","CHN","0200","0300","1234567","41S","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"13600000","China Radio International","","173","","","","","","Tam","CHN","0300","0400","1234567","41S","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"13600000","China Radio International","","292","","","","","","Rus","CHN","1200","1300","1234567","30S,31S,40E","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"13600000","China Radio International","","292","","","","","","Rus","CHN","1300","1400","1234567","30S,31S,40E","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"13600000","China Radio International","","174","","","","","","Tam","CHN","1400","1500","1234567","41S","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"13600000","Nippon Hoso Kyokai","","240","","","","","","Ind","J","0000","0030","1234567","49,50,54","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"13600000","Nippon Hoso Kyokai","","240","","","","","","Mya","J","0030","0050","1234567","49,50,54","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"13600000","Nippon Hoso Kyokai","","305","","","","","","Ara","J","1610","1630","1234567","29,38-40","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"13600000","Nippon Hoso Kyokai","","305","","","","","","Fas","J","1630","1650","1234567","29,38-40","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"13600000","Nippon Hoso Kyokai","","240","","","","","","Tha","J","2310","2330","1234567","49,50,54","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"13600000","Nippon Hoso Kyokai","","240","","","","","","Vie","J","2330","2400","1234567","49,50,54","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"13600000","Radio Romania International","","262","","","","","","Spa","ROU","1900","2000","1234567","37N","","300","","TIG","","","","","HFCC","2026-03-29 15:32"
"13610000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","0","","","","","","Ara","ARS","0600","1400","1234567","39S","","100","","RIY","","","","","HFCC","2026-03-29 15:32"
"13610000","China National Radio","","155","","","","","","Zho","CHN","2300","1300","1234567","44S","","150","","NNN","","","","","HFCC","2026-03-29 15:32"
"13610000","China Radio International","","209","","","","","","Chn","CHN","1100","1200","1234567","41NW","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"13610000","China Radio International","","209","","","","","","Chn","CHN","1200","1300","1234567","41NW","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"13610000","Korean Broadcasting System","","107","","","","","","Kor","G","0700","0800","1234567","28","","250","","WOF","","","","","HFCC","2026-03-29 15:32"
"13620000","HFCC, Intl. Radio for Disaster Relief project","","0","","","","","","Und","CVA","0000","2400","1234567","1-85","!IRDR!","100","","SMG","","","","","HFCC","2026-03-29 15:32"
"13630000","Abu Dhabi Media Company","","85","","","","","","Mya","UAE","1230","1330","1234567","49W","UAE","500","","DHA","","","","","HFCC","2026-03-29 15:32"
"13630000","Abu Dhabi Media Company","","225","","","","","","Kin","UAE","1830","1900","23456","52,53","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"13630000","China National Radio","","142","","","","","","Zho","CHN","0030","1130","1234567","44S,50","","100","","NNN","","","","","HFCC","2026-03-29 15:32"
"13630000","China Radio International","","270","","","","","","Eng","CHN","1500","1600","1234567","38,39N,40W,47N","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"13630000","China Radio International","","111","","","","","","Por","MLI","1930","2000","1234567","53NW","","100","","BKO","","","","","HFCC","2026-03-29 15:32"
"13630000","China Radio International","","111","","","","","","Eng","MLI","2000","2100","1234567","53","","100","","BKO","","","","","HFCC","2026-03-29 15:32"
"13630000","China Radio International","","111","","","","","","Eng","MLI","2100","2130","1234567","53","","100","","BKO","","","","","HFCC","2026-03-29 15:32"
"13630000","China Radio International","","111","","","","","","Fra","MLI","2130","2230","1234567","53","","100","","BKO","","","","","HFCC","2026-03-29 15:32"
"13635000","Turkish Radio-TV Corp","","310","","","","","","Tur","TUR","0600","1300","1234567","27,28","","250","","EMR","","","","","HFCC","2026-03-29 15:32"
"13635000","Turkish Radio-TV Corp","","62","","","","","","Kaz","TUR","1330","1400","1234567","30,31S","","300","","EMR","","","","","HFCC","2026-03-29 15:32"
"13640000","China Radio International","","308","","","","","","Eng","CHN","0100","0200","1234567","27-29","","500","","KAS","","","","","HFCC","2026-03-29 15:32"
"13640000","China Radio International","","174","","","","","","Eng","CHN","0200","0300","1234567","41","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"13640000","China Radio International","","209","","","","","","Chn","CHN","0400","0500","1234567","41NW","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"13640000","China Radio International","","298","","","","","","Eng","CHN","1500","1600","1234567","27-29","","500","","KAS","","","","","HFCC","2026-03-29 15:32"
"13640000","China Radio International","","59","","","","","","Jpn","CHN","2200","2300","1234567","44NE,45N","","500","","JIN","","","","","HFCC","2026-03-29 15:32"
"13640000","China Radio International","","59","","","","","","Jpn","CHN","2300","2400","1234567","44NE,45N","","500","","JIN","","","","","HFCC","2026-03-29 15:32"
"13640000","Telediffusion d'Algerie","","131","","","","","","Arb","ALG","0000","0100","1234567","37SE,38SW,46E,47NW","","300","","BEC","","","","","HFCC","2026-03-29 15:32"
"13640000","Telediffusion d'Algerie","","131","","","","","","Arb","ALG","0100","0200","1234567","37SE,38SW,46E,47NW","","300","","BEC","","","","","HFCC","2026-03-29 15:32"
"13640000","Telediffusion d'Algerie","","131","","","","","","Arb","ALG","0200","0300","1234567","37SE,38SW,46E,47NW","","300","","BEC","","","","","HFCC","2026-03-29 15:32"
"13640000","Telediffusion d'Algerie","","131","","","","","","Arb","ALG","1900","2000","1234567","37SE,38SW,46E,47NW","","300","","BEC","","","","","HFCC","2026-03-29 15:32"
"13640000","Telediffusion d'Algerie","","131","","","","","","Arb","ALG","2000","2100","1234567","37SE,38SW,46E,47NW","","300","","BEC","","","","","HFCC","2026-03-29 15:32"
"13640000","Telediffusion d'Algerie","","131","","","","","","Arb","ALG","2100","2200","1234567","37SE,38SW,46E,47NW","","300","","BEC","","","","","HFCC","2026-03-29 15:32"
"13640000","Telediffusion d'Algerie","","131","","","","","","Arb","ALG","2200","2300","1234567","37SE,38SW,46E,47NW","","300","","BEC","","","","","HFCC","2026-03-29 15:32"
"13640000","Telediffusion d'Algerie","","131","","","","","","Arb","ALG","2300","2359","1234567","37SE,38SW,46E,47NW","","300","","BEC","","","","","HFCC","2026-03-29 15:32"
"13645000","China Radio International","","200","","","","","","Eng","CHN","0600","0700","1234567","49,54W","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"13645000","China Radio International","","111","","","","","","Swa","MLI","1700","1800","1234567","48SW,53NW","","100","","BKO","","","","","HFCC","2026-03-29 15:32"
"13645000","China Radio International","","111","","","","","","Hau","MLI","1800","1830","1234567","46E","","100","","BKO","","","","","HFCC","2026-03-29 15:32"
"13645000","Nippon Hoso Kyokai","","305","","","","","","Jpn","J","0900","1200","1234567","29,38-40","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"13650000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","340","","","","","","Ara","ARS","0300","0600","1234567","28,39N","","250","","JED","","","","","HFCC","2026-03-29 15:32"
"13650000","China Radio International","","270","","","","","","Chn","CHN","1300","1400","1234567","30,31S,40E","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"13650000","China Radio International","","135","","","","","","Por","CUB","2300","2400","1234567","12E,13,15NW","","250","","HAB","","","","","HFCC","2026-03-29 15:32"
"13650000","Ministry of Information - State of Kuwait","","0","","","","","","Ara","KWT","1700","2000","1234567","6-8","","250","","KBD","","","","","HFCC","2026-03-29 15:32"
"13650000","Nippon Hoso Kyokai","","305","","","","","","Jpn","J","1500","1600","1234567","29,38-40","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"13650000","Nippon Hoso Kyokai","","305","","","","","","Jpn","J","1600","1700","1234567","29,38-40","","300","","YAM","","","","","HFCC","2026-03-29 15:32"
"13655000","China Radio International","","73","","","","","","Chn","CHN","0000","0100","1234567","44NE,45N","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"13655000","China Radio International","","73","","","","","","Chn","CHN","0100","0200","1234567","44NE,45N","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"13655000","China Radio International","","73","","","","","","Chn","CHN","0200","0300","1234567","44NE,45N","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"13655000","China Radio International","","80","","","","","","Epo","CHN","1100","1200","1234567","45N","","100","","URU","","","","","HFCC","2026-03-29 15:32"
"13655000","Turkish Radio-TV Corp","","290","","","","","","Ita","TUR","0830","0900","1234567","28SW","","250","","EMR","","","","","HFCC","2026-03-29 15:32"
"13660000","Abu Dhabi Media Company","","48","","","","","","Prs","UAE","1330","1400","1234567","40E,41NW","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"13660000","Abu Dhabi Media Company","","48","","","","","","Pus","UAE","1400","1430","1234567","40E,41NW","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"13660000","Abu Dhabi Media Company","","225","","","","","","Amh","UAE","1600","1700","1234567","48","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"13660000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","75","","","","","","Urd","ARS","0300","0600","1234567","40S,41","","250","","JED","","","","","HFCC","2026-03-29 15:32"
"13660000","China Radio International","","200","","","","","","Eng","CHN","0700","0800","1234567","49,54W","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"13660000","China Radio International","","269","","","","","","Hau","CHN","1730","1830","1234567","46E","","500","","KAS","","","","","HFCC","2026-03-29 15:32"
"13660000","China Radio International","","269","","","","","","Fra","CHN","1830","2030","1234567","46","","500","","KAS","","","","","HFCC","2026-03-29 15:32"
"13670000","China National Radio","","142","","","","","","Zho","CHN","0200","1000","1234567","44S,50","","100","","NNN","","","","","HFCC","2026-03-29 15:32"
"13670000","China National Radio","","230","","","","","","Uig","CHN","0300","1230","1234567","42N","","50","","URU","","","","","HFCC","2026-03-29 15:32"
"13670000","China Radio International","","308","","","","","","Eng","CHN","1300","1400","1234567","27-29","","500","","KAS","","","","","HFCC","2026-03-29 15:32"
"13670000","China Radio International","","318","","","","","","Epo","CHN","1700","1800","1234567","18SE,27-29","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"13670000","China Radio International","","318","","","","","","Chn","CHN","2000","2100","1234567","18,27-29","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"13670000","China Radio International","","318","","","","","","Hrv","CHN","2100","2200","1234567","28SW","","500","","BEI","","","","","HFCC","2026-03-29 15:32"
"13670000","Korean Broadcasting System","","279","","","","","","Eng","KOR","0700","1100","1234567","43,44NW","","100","","KIM","","","","","HFCC","2026-03-29 15:32"
"13670000","Korean Broadcasting System","","249","","","","","","Eng","KOR","1330","1500","1234567","41,43SE,44,49","","100","","KIM","","","","","HFCC","2026-03-29 15:32"
"13670000","World Christian Broadcasting (USA)","","310","","","","","","Eng","MDG","1800","1900","1234567","36SE,37,38W,46,47W","","100","","MWV","","","","","HFCC","2026-03-29 15:32"
"13670000","World Christian Broadcasting (USA)","","340","","","","","","Ara","MDG","1900","2000","1234567","38E,39,40S,40NW,48NW","","100","","MWV","","","","","HFCC","2026-03-29 15:32"
