#++
#
#   Frequency Database
#   ==================
#
#   Created: 29-Mar-2026 15:32:45
#
#   The column names are the database fields
#
#   When importing:
#       Rows starting with # are treated as comments
#       Missing fields are left empty
#       Invalid fields are ignored
#       First field must be Frequency
#       Frequency value is in kHz not Hz
#       Source is set to Custom
#       Added is set to the current date & time
#
#--
Frequency,Station,Site,Azi,Dist,Locator,RDS_PI,RDS_PS,CallID,Language,TX_Country,Time_On,Time_Off,Days,Target,Notes,Pwr,M,Org_Country,Lat,Lon,ITU,Polarity,Source,Date
"15380000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","310","","","","","","Ara","ARS","1200","1400","1234567","39N","","500","","RIY","","","","","HFCC","2026-03-29 15:32"
"15380000","China National Radio","","251","","","","","","Zho","CHN","2300","1100","1234567","42S,43SW","","100","","BEI","","","","","HFCC","2026-03-29 15:32"
"15380000","Islamic Republic of Iran Broadcasting","","216","","","","","","Ara","IRN","1130","1430","1234567","39","ARBIC-S","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"15385000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","310","","","","","","Fra","ARS","1400","1600","1234567","27,28,37N","","250","","JED","","","","","HFCC","2026-03-29 15:32"
"15385000","Radio Exterior de Espana","","161","","","","","","Spa","E","1400","2400","1234567","46,47,52,57","","200","","NOB","","","","","HFCC","2026-03-29 15:32"
"15390000","China National Radio","","298","","","","","","Uig","CHN","2355","1100","1234567","42N,43NW","","100","","LIN","","","","","HFCC","2026-03-29 15:32"
"15390000","Media Broadcast GmbH","","96","","","","","","Prs","D","1400","1430","1234567","40E,41NW","X.DA-14","250","","NAU","","","","","HFCC","2026-03-29 15:32"
"15390000","Media Broadcast GmbH","","96","","","","","","Pus","D","1430","1500","1234567","40E,41NW","X.PA-14","250","","NAU","","","","","HFCC","2026-03-29 15:32"
"15390000","Radio Exterior de Espana","","161","","","","","","Spa","E","1400","2400","1234567","46,47,52,57","","200","","NOB","","","","","HFCC","2026-03-29 15:32"
"15390000","Radio Russia","","100","","","","","","Rus","RUS","1100","1400","1234567","41,49","","250","","MSK","","","","","HFCC","2026-03-29 15:32"
"15400000","Abu Dhabi Media Company","","260","","","","","","Hau","UAE","0529","0600","1234567","46SE","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"15400000","Adventist Broadcasting Service, Inc.","","300","","","","","","Cmn","USA","1000","1100","1234567","43S,44S","x219","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15400000","Adventist Broadcasting Service, Inc.","","300","","","","","","Cmn","USA","1100","1200","1234567","43S,44S","x219","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15400000","BBC Worldservice","","315","","","","","","Kin","MDG","0500","0600","7","48SW,53NW","KRWNA","250","","MDC","","","","","HFCC","2026-03-29 15:32"
"15400000","BBC Worldservice","","315","","","","","","Kin","MDG","0529","0600","1","48SW,53NW","KRWNA","250","","MDC","","","","","HFCC","2026-03-29 15:32"
"15400000","BBC Worldservice","","27","","","","","","Eng","G","1800","1900","23456","46","ENAFW_W","125","","ASC","","","","","HFCC","2026-03-29 15:32"
"15400000","BBC Worldservice","","165","","","","","","Hau","G","1930","2000","123457","46SE","HAUSA","125","","WOF","","","","","HFCC","2026-03-29 15:32"
"15400000","BBC Worldservice","","165","","","","","","Hau","G","1930","2030","6","46SE","HAUSA","125","","WOF","","","","","HFCC","2026-03-29 15:32"
"15400000","HCJB Australia","","310","","","","","","Hin","AUS","1225","1230","1234567","41,42","IndN(hi","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"15400000","HCJB Australia","","310","","","","","","Hin","AUS","1230","1400","1234567","41,42","IndN(hi","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"15400000","The Overcomer Ministry","","210","","","","","","Mul","BUL","1500","1800","1234567","47,38,37,46","BUL","250","","SOF","","","","","HFCC","2026-03-29 15:32"
"15410000","All India Radio","","35","","","","","","Nep","IND","0145","0315","1234567","42S","","250","","BGL","","","","","HFCC","2026-03-29 15:32"
"15410000","All India Radio","","90","","","","","","Mya","IND","0315","0415","1234567","49","","250","","BGL","","","","","HFCC","2026-03-29 15:32"
"15410000","All India Radio","","35","","","","","","Nep","IND","0900","1030","1234567","42S","","250","","BGL","","","","","HFCC","2026-03-29 15:32"
"15410000","All India Radio","","60","","","","","","Zho","IND","1030","1200","1234567","42-44","","250","","BGL","","","","","HFCC","2026-03-29 15:32"
"15410000","All India Radio","","240","","","","","","Swa","IND","1215","1315","1234567","48","","250","","BGL","","","","","HFCC","2026-03-29 15:32"
"15410000","All India Radio","","60","","","","","","Zho","IND","2345","0115","1234567","42-44","","250","","BGL","","","","","HFCC","2026-03-29 15:32"
"15410000","China Radio International","","308","","","","","","Chn","CHN","1400","1500","1234567","27-29","","500","","KAS","","","","","HFCC","2026-03-29 15:32"
"15410000","Radio Romania International","","245","","","","","","Ara","ROU","0630","0700","1234567","37","","300","","GAL","","","","","HFCC","2026-03-29 15:32"
"15410000","Radio Romania International","","165","","","","","","Ron","ROU","0800","0900","1","38E","","300","","GAL","","","","","HFCC","2026-03-29 15:32"
"15420000","Abu Dhabi Media Company","","220","","","","","","Eng","UAE","0600","0800","1234567","48SW,53NW","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"15420000","Abu Dhabi Media Company","","210","","","","","","Som","UAE","1100","1130","1234567","48","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"15420000","Abu Dhabi Media Company","","220","","","","","","Som","UAE","1330","1400","7","48","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"15420000","BBC Worldservice","","0","","","","","","Som","MDG","1400","1500","23456","48","SOMLA","250","","MDC","","","","","HFCC","2026-03-29 15:32"
"15420000","Encompass Digital Media Services","","158","","","","","","Kau","G","1800","1900","1234567","46SE","","250","","WOF","","","","","HFCC","2026-03-29 15:32"
"15420000","Far East Broadcasting Company","","245","","","","","","Min","PHL","0930","1000","1234567","49S,54W","B0024Y","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15420000","Media Broadcast GmbH","","144","","","","","","Mul","D","1700","1800","1234567","38E,39S,48","X.336","100","","NAU","","","","","HFCC","2026-03-29 15:32"
"15420000","Radio France Internationale","","198","","","","","","Man","F","0700","0730","1234567","46W","67","250","","ISS","","","","","HFCC","2026-03-29 15:32"
"15420000","Radio Romania International","","307","","","","","","Eng","ROU","2030","2100","1234567","8","","300","","TIG","","","","","HFCC","2026-03-29 15:32"
"15425000","ANTI, Milano","","135","","","","","","Orm","I","1500","1530","23467","38-41,47,48","","300","","MIL","","","","","HFCC","2026-03-29 15:32"
"15425000","China Radio International","","190","","","","","","Nan","CHN","0100","0200","1234567","49,54W","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"15425000","China Radio International","","190","","","","","","Nan","CHN","0200","0300","1234567","49,54W","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"15430000","Adventist Broadcasting Service, Inc.","","315","","","","","","Cmn","USA","1000","1100","1234567","43N,44N","x202","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15430000","Adventist Broadcasting Service, Inc.","","285","","","","","","Ben","USA","1300","1330","1234567","41NE","x201","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15430000","Islamic Republic of Iran Broadcasting","","216","","","","","","Swa","IRN","0450","0550","1234567","39S,47,48,52,53","SWAHILI","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"15430000","Islamic Republic of Iran Broadcasting","","257","","","","","","Hau","IRN","0550","0650","1234567","46,47","HAUSAA-","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"15430000","Islamic Republic of Iran Broadcasting","","198","","","","","","Ara","IRN","0600","0830","1234567","39","ARBIC-S","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"15430000","Islamic Republic of Iran Broadcasting","","282","","","","","","Ara","IRN","0830","1030","1234567","38,39","ARBIC-W","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"15430000","Islamic Republic of Iran Broadcasting","","257","","","","","","Hau","IRN","1020","1150","1234567","46,47","HAUSAA-","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"15430000","Islamic Republic of Iran Broadcasting","","295","","","","","","Heb","IRN","1150","1220","1234567","38E,39W","EBRIIII","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"15430000","Media Broadcast GmbH","","200","","","","","","Mul","D","2000","2100","1234567","37S,38SW,46,47W","X.AFRIC","100","","NAU","","","","","HFCC","2026-03-29 15:32"
"15435000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","320","","","","","","Ara","ARS","1500","1800","1234567","27,28,37N","","500","","RIY","","","","","HFCC","2026-03-29 15:32"
"15435000","China Radio International","","292","","","","","","Pus","CHN","0200","0230","1234567","40E","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"15435000","China Radio International","","270","","","","","","Rus","CHN","0300","0400","1234567","30,31S,40E","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"15435000","Far East Broadcasting Company","","305","","","","","","Mul","PHL","0000","0100","1234567","49,43S","B0014S","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15435000","Far East Broadcasting Company","","293","","","","","","Ksw","PHL","0100","0130","23456","41NE,49NW","B0014S","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15440000","Adventist Broadcasting Service, Inc.","","315","","","","","","Cmn","USA","1400","1430","1234567","42,43W","x224","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15440000","Adventist World Radio","","142","","","","","","Orm","D","1730","1800","1234567","48","x113","250","","NAU","","","","","HFCC","2026-03-29 15:32"
"15440000","Adventist World Radio","","142","","","","","","Tir","D","1800","1830","1234567","48","x109","250","","NAU","","","","","HFCC","2026-03-29 15:32"
"15440000","Adventist World Radio","","142","","","","","","Amh","D","1830","1900","1234567","48","x110","250","","NAU","","","","","HFCC","2026-03-29 15:32"
"15440000","Adventist World Radio","","182","","","","","","Hau","D","1900","1930","1234567","46SE,47W","x112","250","","NAU","","","","","HFCC","2026-03-29 15:32"
"15440000","Adventist World Radio","","186","","","","","","Ibo","D","1930","2000","1234567","46SE","x112","250","","NAU","","","","","HFCC","2026-03-29 15:32"
"15440000","Adventist World Radio","","182","","","","","","Yor","D","2000","2030","1234567","46SE","x112","250","","NAU","","","","","HFCC","2026-03-29 15:32"
"15440000","Islamic Republic of Iran Broadcasting","","46","","","","","","Prs","IRN","0920","1250","1234567","30S,31S,40E","DARIIII","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"15445000","China Radio International","","308","","","","","","Rus","CHN","0400","0500","1234567","29,30","","500","","KAS","","","","","HFCC","2026-03-29 15:32"
"15445000","China Radio International","","308","","","","","","Rus","CHN","0500","0600","1234567","29,30","","500","","KAS","","","","","HFCC","2026-03-29 15:32"
"15445000","China Radio International","","135","","","","","","Chn","CHN","0800","0900","1234567","55,59,60","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"15450000","Far East Broadcasting Company","","293","","","","","","Mul","PHL","0030","0100","167","41NE,49NW","B0014S","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15450000","Far East Broadcasting Company","","305","","","","","","Khg","PHL","0900","0930","1234567","42S,43S,49N","B0026H","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15450000","Far East Broadcasting Company","","330","","","","","","Mvf","PHL","0930","1000","1234567","43S,44S","F0044M","100","","IBA","","","","","HFCC","2026-03-29 15:32"
"15450000","Far East Broadcasting Company","","293","","","","","","Rki","PHL","1100","1115","167","41NE,49NW","B0014S","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15450000","Far East Broadcasting Company","","293","","","","","","Ksw","PHL","1400","1430","23456","41NE,49NW","B0014S","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15450000","Far East Broadcasting Company","","293","","","","","","Mya","PHL","2330","0030","1234567","49","B0002B","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15450000","Trans World Radio","","35","","","","","","Urd","MDG","1530","1600","1234567","41N","","250","","MDC","","","","","HFCC","2026-03-29 15:32"
"15455000","Media Broadcast GmbH","","245","","","","","","Mul","ARM","0500","0800","1234567","46,47","D.Niger","300","","ERV","","","","","HFCC","2026-03-29 15:32"
"15460000","China Radio International","","135","","","","","","Chn","CHN","0200","0300","1234567","55,59,60","","150","","KUN","","","","","HFCC","2026-03-29 15:32"
"15460000","HCJB Australia","","5","","","","","","Jpn","AUS","1055","1100","17","45","Japn(jp","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"15460000","HCJB Australia","","5","","","","","","Jpn","AUS","1100","1130","17","45","Japn(jp","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"15460000","HCJB Australia","","5","","","","","","Jpn","AUS","1130","1200","1234567","45","Japn(jp","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"15460000","HCJB Australia","","310","","","","","","Dzo","AUS","1255","1300","1234567","41,42","Bhut(dz","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"15460000","HCJB Australia","","310","","","","","","Dzo","AUS","1300","1330","1234567","41,42","Bhut(dz","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"15460000","Turkish Radio-TV Corp","","272","","","","","","Ara","TUR","1400","1500","1234567","37,38W","","250","","EMR","","","","","HFCC","2026-03-29 15:32"
"15465000","China Radio International","","209","","","","","","Eng","CHN","0500","0600","1234567","41NW","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"15465000","China Radio International","","209","","","","","","Eng","CHN","0600","0700","1234567","41NW","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"15465000","China Radio International","","209","","","","","","Eng","CHN","0700","0900","1234567","41NW","","100","","KAS","","","","","HFCC","2026-03-29 15:32"
"15470000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","250","","","","","","Eng","ARS","1000","1300","1234567","46-48","","500","","RIY","","","","","HFCC","2026-03-29 15:32"
"15470000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","250","","","","","","Bam","ARS","1600","1800","1234567","46-48","","500","","RIY","","","","","HFCC","2026-03-29 15:32"
"15470000","Islamic Republic of Iran Broadcasting","","46","","","","","","Prs","IRN","0920","1250","1234567","30S,31S,40E","DARIIII","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"15475000","Encompass Digital Media Services","","68","","","","","","Kor","UZB","1300","1330","1234567","44NE","","100","","TAC","","","","","HFCC","2026-03-29 15:32"
"15475000","Encompass Digital Media Services","","68","","","","","","Jpn","UZB","1330","1357","1234567","44NE","","100","","TAC","","","","","HFCC","2026-03-29 15:32"
"15475000","Media Broadcast GmbH","","150","","","","","","Mul","D","1600","1830","1234567","38S,39S,47,48","X.B9","100","","NAU","","","","","HFCC","2026-03-29 15:32"
"15480000","China National Radio","","222","","","","","","Zho","CHN","2300","1300","1234567","43SE,44SW","","100","","BEI","","","","","HFCC","2026-03-29 15:32"
"15490000","Abu Dhabi Media Company","","220","","","","","","Som","UAE","0400","0430","1234567","48","UAE","250","","DHA","","","","","HFCC","2026-03-29 15:32"
"15490000","BBC Worldservice","","152","","","","","","Eng","G","0500","0600","1234567","47SW,52","ENAFW_C","125","","WOF","","","","","HFCC","2026-03-29 15:32"
"15490000","BBC Worldservice","","65","","","","","","Fra","G","0700","0729","1234567","47S,52N,52SE","FRENA_C","250","","ASC","","","","","HFCC","2026-03-29 15:32"
"15490000","BBC Worldservice","","180","","","","","","Fra","G","1200","1230","1234567","37","FRENA_N","250","","WOF","","","","","HFCC","2026-03-29 15:32"
"15490000","BBC Worldservice","","27","","","","","","Fra","G","1800","1830","1234567","46","FRENA_W","125","","ASC","","","","","HFCC","2026-03-29 15:32"
"15490000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","310","","","","","","Ara","ARS","0900","1200","1234567","27,28,37N","","500","","RIY","","","","","HFCC","2026-03-29 15:32"
"15490000","Vatican Radio","","80","","","","","","Hin","CVA","1430","1450","1234567","41N,42S,43SW","Hindi","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15490000","Vatican Radio","","80","","","","","","Tam","CVA","1450","1510","1234567","41N,42S,43SW","Tamil","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15490000","Vatican Radio","","80","","","","","","Mal","CVA","1510","1530","1234567","41N,42S,43SW","Malayal","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15500000","Adventist Broadcasting Service, Inc.","","255","","","","","","Ind","USA","1100","1130","1234567","54","x225","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15500000","Adventist Broadcasting Service, Inc.","","255","","","","","","Jav","USA","1130","1200","246","49S,54","x205","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15500000","Adventist Broadcasting Service, Inc.","","255","","","","","","Sun","USA","1130","1200","1357","49S,54","x205","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15500000","Radio Exterior de Espana","","290","","","","","","Spa","E","1400","2200","17","4,6-11","","200","","NOB","","","","","HFCC","2026-03-29 15:32"
"15500000","Radio Exterior de Espana","","110","","","","","","Spa","E","1500","1900","17","38,39,47,48","","200","","NOB","","","","","HFCC","2026-03-29 15:32"
"15500000","Radio Exterior de Espana","","290","","","","","","Spa","E","1800","0200","23456","4,6-11","","200","","NOB","","","","","HFCC","2026-03-29 15:32"
"15500000","Radio Exterior de Espana","","110","","","","","","Spa","E","1800","2200","23456","38,39,47,48","","200","","NOB","","","","","HFCC","2026-03-29 15:32"
"15505000","Adventist Broadcasting Service, Inc.","","285","","","","","","Lis","USA","1330","1400","1234567","49NW","x209","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15505000","Adventist Broadcasting Service, Inc.","","285","","","","","","Csh","USA","1400","1430","1234567","49NW","x209","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15505000","Adventist Broadcasting Service, Inc.","","285","","","","","","Mya","USA","1430","1500","1234567","49NW","x209","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15505000","Encompass Digital Media Services","","152","","","","","","Kau","G","0600","0700","1234567","46SE","","250","","WOF","","","","","HFCC","2026-03-29 15:32"
"15510000","Radio Romania International","","187","","","","","","Fra","ROU","0500","0530","1234567","47,52","","300","","TIG","","","","","HFCC","2026-03-29 15:32"
"15515000","Far East Broadcasting Company","","345","","","","","","Cmn","PHL","1000","1600","1234567","42-44","B0011H","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15515000","For new organization","","306","","","","","","Eng","BUL","0900","1400","1234567","27,28","BUL","50","","SOF","","","","","HFCC","2026-03-29 15:32"
"15515000","For new organization","","306","","","","","","Eng","BUL","1500","2200","1234567","27,28","BUL","50","","SOF","","","","","HFCC","2026-03-29 15:32"
"15515000","Ministry of Information - State of Kuwait","","0","","","","","","Ara","KWT","0500","0900","1234567","43,45","","250","","KBD","","","","","HFCC","2026-03-29 15:32"
"15520000","Radio Exterior de Espana","","110","","","","","","Spa","E","1500","2300","23456","38,39,47,48","","200","","NOB","","","","","HFCC","2026-03-29 15:32"
"15520000","Radio Romania International","","142","","","","","","Ron","ROU","0800","0900","1","39NW","","300","","TIG","","","","","HFCC","2026-03-29 15:32"
"15525000","China Radio International","","212","","","","","","Chn","CHN","0900","1100","1234567","41W","","500","","URU","","","","","HFCC","2026-03-29 15:32"
"15525000","Radio Russia","","104","","","","","","RusTuv","RUS","0000","0400","1234567","39,40","","100","","ARM","","","","","HFCC","2026-03-29 15:32"
"15530000","Adventist Broadcasting Service, Inc.","","285","","","","","","Shn","USA","1130","1200","1234567","49N","x209","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15530000","Adventist Broadcasting Service, Inc.","","300","","","","","","Cmn","USA","1200","1230","67","43S,44S","x219","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15530000","Adventist Broadcasting Service, Inc.","","300","","","","","","Nan","USA","1200","1230","12345","43S,44S","x219","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15530000","Adventist Broadcasting Service, Inc.","","300","","","","","","Cmn","USA","1230","1300","6","43S,44S","x219","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15530000","Adventist Broadcasting Service, Inc.","","300","","","","","","Yue","USA","1230","1300","123457","43S,44S","x219","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15530000","Adventist Broadcasting Service, Inc.","","285","","","","","","Kac","USA","1300","1330","1234567","49NW","x209","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15530000","Adventist Broadcasting Service, Inc.","","285","","","","","","Kxf","USA","1400","1430","1234567","49NW","x210","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15530000","Adventist Broadcasting Service, Inc.","","285","","","","","","Kxf","USA","1430","1500","1234567","49NW","x210","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15530000","Adventist Broadcasting Service, Inc.","","285","","","","","","Tam","USA","1500","1530","1234567","41S","x220","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15530000","Ministry of Information - State of Kuwait","","0","","","","","","Eng","KWT","0500","0800","1234567","27-28","","250","","KBD","","","","","HFCC","2026-03-29 15:32"
"15530000","Radio Romania International","","52","","","","","","Rus","ROU","1300","1400","1234567","31S","","300","","TIG","","","","","HFCC","2026-03-29 15:32"
"15540000","China National Radio","","286","","","","","","Zho","CHN","0100","1100","1234567","42NW","","100","","LIN","","","","","HFCC","2026-03-29 15:32"
"15540000","Far East Broadcasting Company","","323","","","","","","Uig","PHL","1430","1500","1234567","30,42","B0007H","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15540000","HCJB Australia","","310","","","","","","Dzo","AUS","1255","1300","1234567","41,42","Bhut(dz","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"15540000","HCJB Australia","","310","","","","","","Dzo","AUS","1300","1330","1234567","41,42","Bhut(dz","75","","KNX","","","","","HFCC","2026-03-29 15:32"
"15540000","Ministry of Information - State of Kuwait","","0","","","","","","Urd","KWT","1600","1800","1234567","41","","250","","KBD","","","","","HFCC","2026-03-29 15:32"
"15540000","Ministry of Information - State of Kuwait","","0","","","","","","Eng","KWT","1800","2100","1234567","27-28","","250","","KBD","","","","","HFCC","2026-03-29 15:32"
"15550000","Adventist Broadcasting Service, Inc.","","285","","","","","","Asm","USA","1330","1400","14","41NE","x213","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15550000","China National Radio","","175","","","","","","Zho","CHN","0000","1100","1234567","44S","","100","","HUH","","","","","HFCC","2026-03-29 15:32"
"15550000","Islamic Republic of Iran Broadcasting","","257","","","","","","Hau","IRN","1020","1150","1234567","46,47","HAUSAA-","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"15550000","Joode Radiocommunications Consultancy (The Netherl","","335","","","","","","Apd","MDG","0500","0530","1234567","47E,48W","RT tent","250","","MDC","","","","","HFCC","2026-03-29 15:32"
"15550000","Joode Radiocommunications Consultancy (The Netherl","","335","","","","","","Apd","MDG","1600","1630","1234567","47E,48W","RT tent","250","","MDC","","","","","HFCC","2026-03-29 15:32"
"15550000","Joode Radiocommunications Consultancy (The Netherl","","144","","","","","","Apd","CVA","1700","1800","1234567","47E,48W","RD","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15550000","Joode Radiocommunications Consultancy (The Netherl","","335","","","","","","Apd","MDG","1800","1830","1234567","47E,48W","RT tent","250","","MDC","","","","","HFCC","2026-03-29 15:32"
"15555000","China Radio International","","292","","","","","","Eng","CHN","1200","1300","1234567","30S,31S,40E","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"15555000","Hill Radio International","","5","","","","","","Eng","USA","1400","2200","1234567","4","","50","","JHR","","","","","HFCC","2026-03-29 15:32"
"15560000","China Radio International","","292","","","","","","Chn","CHN","0800","0900","1234567","30S,31S,40E","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"15560000","China Radio International","","292","","","","","","Chn","CHN","0900","1000","1234567","30S,31S,40E","","500","","XIA","","","","","HFCC","2026-03-29 15:32"
"15560000","Far East Broadcasting Company","","200","","","","","","Jav","PHL","0100","0130","1234567","49S,50S,51W,54","F0053Y","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15560000","Islamic Republic of Iran Broadcasting","","257","","","","","","Hau","IRN","1020","1150","1234567","46,47","HAUSAA-","500","","SIR","","","","","HFCC","2026-03-29 15:32"
"15565000","Adventist Broadcasting Service, Inc.","","285","","","","","","Rki","USA","1200","1230","1234567","49NW","x209","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15565000","Adventist Broadcasting Service, Inc.","","285","","","","","","Kay","USA","1230","1300","1234567","49NW","x209","100","","SDA","","","","","HFCC","2026-03-29 15:32"
"15565000","Vatican Radio","","162","","","","","","Por","CVA","0700","0930","1234567","52NW,52S,53W,57N","Portugu","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15565000","Vatican Radio","","140","","","","","","Amh","CVA","1530","1600","1234567","38SE,47E,48N,48SW","Amharic","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15565000","Vatican Radio","","138","","","","","","Swa","CVA","1600","1615","7","47SE,48SW,52NE,53NW","Swahili","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15565000","Vatican Radio","","147","","","","","","Swa","CVA","1600","1630","123456","47SE,48SW,52NE,53NW","Swahili","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15565000","Vatican Radio","","138","","","","","","Som","CVA","1615","1630","7","48","Somali_","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15565000","Vatican Radio","","147","","","","","","Eng","CVA","1630","1700","1234567","47SE,48SW,53NW","English","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15565000","Vatican Radio","","175","","","","","","Fra","CVA","1700","1730","1234567","47SW,52NW","French_","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15565000","Vatican Radio","","140","","","","","","Tir","CVA","1730","1800","1234567","38SE,47E,48N,48SW","Tigriny","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15565000","Vatican Radio","","162","","","","","","Por","CVA","1800","1830","1234567","52NW,52S,53W,57N","Portugu","250","","SMG","","","","","HFCC","2026-03-29 15:32"
"15570000","China National Radio","","255","","","","","","Bod","CHN","0000","1300","1234567","42SE,43SW","","100","","BJI","","","","","HFCC","2026-03-29 15:32"
"15575000","Broadcasting Serv. of the Kingdom of Saudi Arabia","","55","","","","","","Pus","ARS","1400","1600","1234567","40E,41NW","","500","","RIY","","","","","HFCC","2026-03-29 15:32"
"15575000","Korean Broadcasting System","","40","","","","","","Spa","KOR","0000","0300","1234567","01,02,06","","250","","KIM","","","","","HFCC","2026-03-29 15:32"
"15575000","Korean Broadcasting System","","40","","","","","","Eng","KOR","1300","1400","1234567","01,02,06","","250","","KIM","","","","","HFCC","2026-03-29 15:32"
"15575000","Korean Broadcasting System","","40","","","","","","Kor","KOR","1400","1500","1234567","01,02,06","","250","","KIM","","","","","HFCC","2026-03-29 15:32"
"15575000","Korean Broadcasting System","","290","","","","","","Eng","KOR","1600","2200","1234567","39E,40","","250","","KIM","","","","","HFCC","2026-03-29 15:32"
"15575000","Korean Broadcasting System","","40","","","","","","Eng","KOR","2200","2400","1234567","6,2","","100","","KIM","","","","","HFCC","2026-03-29 15:32"
"15575000","Korean Broadcasting System","","0","","","","","","Eng","KOR","2300","2400","1234567","45","","100","","KIM","","","","","HFCC","2026-03-29 15:32"
"15580000","Far East Broadcasting Company","","185","","","","","","Mul","PHL","0900","1000","1234567","54","B0016Y","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15580000","Far East Broadcasting Company","","215","","","","","","Mul","PHL","1000","1100","1234567","54","B0017Y","100","","BOC","","","","","HFCC","2026-03-29 15:32"
"15585000","Radio Russia","","247","","","","","","Rus","RUS","2200","0100","1234567","44","","200","","P.K","","","","","HFCC","2026-03-29 15:32"
